Tumor_SRR30510137,Tumor_SRR30510151,Tumor_SRR30510181,Normal_SRR28602760,Normal_SRR28602761,Normal_SRR28602767
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2569,2113,280,1297,1537,1803
0,0,0,0,0,0
12,10,7,23,26,31
0,0,5,0,1,0
39,10,35,13,20,13
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,2,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,11
13,7,0,9,27,24
15,10,10,24,63,75
0,0,0,0,0,0
0,0,4,0,0,0
0,0,3,0,0,0
0,0,0,0,0,0
2,0,3,4,4,6
0,0,1,0,0,0
0,0,0,0,0,0
0,0,5,0,0,0
3,0,12,0,0,2
0,0,0,0,0,0
4,2,5,0,0,1
0,0,0,0,0,0
1,4,2,0,0,0
0,0,0,0,0,0
163,291,0,19,20,4
0,0,1,3,2,0
0,1,26,9,4,5
0,0,0,0,0,0
0,0,6,0,0,0
0,0,0,0,0,0
97,60,21,208,306,117
0,0,0,2,0,2
0,0,0,0,0,0
6,2,1,4,14,21
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,6,2,5,2,0
0,0,0,0,0,0
215,204,159,57,64,80
0,0,0,0,0,7
19,39,0,8,16,23
12,35,22,188,193,97
1330,2041,621,54852,23336,2923
0,0,0,0,0,0
12244,8701,1439,2012,1927,2293
7383,5013,7492,7289,6167,10171
0,4,11,0,0,0
0,0,20,7,11,0
0,0,0,2,0,0
376,672,416,920,502,224
0,0,3,4,4,1
0,2,0,50,12,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,4,3,3
2,0,0,14,15,4
0,0,216,28,0,0
12,2,0,34,21,6
0,0,0,0,0,0
0,0,0,12,8,12
44,57,0,80,68,22
1,0,0,0,1,0
0,2,0,0,0,0
1,0,2,0,0,0
4,0,2,0,0,0
0,0,0,0,0,0
0,0,17,18,6,4
9226,5073,257,1805,3580,7829
10,8,6,40,49,46
155,108,26,83,51,46
3470,2773,1510,2935,3351,3984
1618,526,657,9279,12914,22726
4,10,12,32,47,30
1002,989,592,1892,1560,1563
2,0,18,42,28,21
0,0,0,6,0,2
271,144,118,1386,1420,2072
2,0,3,6,14,19
0,0,0,0,0,0
0,0,0,0,0,0
3591,3419,3217,3994,4635,6562
0,0,0,0,0,0
18,7,42,1,0,3
8218,5148,2094,1067,1780,2698
15,22,0,32,138,183
3454,2585,742,2000,6122,11470
48,146,4,142,246,108
2026,1243,645,369,514,586
1504,1231,1268,3828,3664,3658
12,38,0,31017,13929,1152
3192,2361,6050,10390,12186,9454
0,0,0,0,10,11
0,0,19,33,142,380
0,0,0,2,5,17
0,0,4,5,3,7
203,36,231,165,484,1019
3966,1544,429,66,184,286
10,10,0,4,16,7
58,30,131,67,88,48
2,0,29,5,6,2
2248,1865,303,4284,6409,3893
2620,907,769,1667,5150,4979
0,0,0,0,6,0
18,20,2,207,137,38
0,0,0,48,18,2
1045,420,777,552,568,1071
18,4,3,59,59,36
0,0,0,0,0,0
2,0,0,1,0,0
6542,3184,3667,3439,4567,5018
13292,11049,5280,3339,4458,5814
0,0,0,0,0,0
8832,2173,9538,5336,9291,16316
0,0,0,15,4,8
6917,3290,2667,1699,1920,2237
7004,4384,4147,2379,2483,2643
0,0,0,0,0,0
427,1371,183,347,276,214
0,0,0,0,2,0
6691,9457,2087,1712,1027,605
16,26,8,28,45,16
0,0,0,0,0,0
0,0,0,0,2,4
0,0,0,54,73,12
0,0,0,33,23,2
156,61,136,1138,1082,1126
840,2484,2199,2202,1078,529
0,0,0,0,2,0
1334,1792,293,562,556,808
39,92,44,66,120,136
5240,4980,735,1672,1367,1473
7563,5178,2193,2674,4988,5829
14,11,4,18,24,34
0,0,0,0,2,0
0,4,0,0,0,0
2,0,0,0,0,0
149,79,19,478,473,250
2760,1086,1133,1730,3680,2485
1490,586,199,676,1233,1361
0,0,0,14,5,0
0,0,0,0,0,0
1,4,0,20,14,0
0,0,0,0,0,0
2,6,0,0,0,0
104352,97087,3254,3653,3920,2865
2,0,0,2,0,0
1762,251,0,0,0,0
1770,346,60,152,239,98
4,10,0,0,2,0
63,2,0,4,14,4
0,82,3,39,16,2
18,8,4,0,1,1
1127,620,532,1593,3720,3411
2,22,0,12,12,8
123,205,18,131,344,362
0,6,0,0,7,4
0,0,2,0,0,0
22,44,60,100,118,78
0,1,0,0,0,0
2,0,0,0,0,0
2,8,3,14,19,58
0,0,0,0,0,0
428,235,167,111,158,257
0,0,0,4,6,3
0,0,0,2,2,6
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
8,6,4,2,4,0
0,0,0,0,0,2
6,4,10,17,58,47
0,4,0,4,9,8
0,0,0,0,0,0
6,20,115,1577,1713,1848
444,46,26,470,514,187
3263,2734,970,1675,1370,858
4602,3452,2104,2491,1880,1603
13518,9949,4205,847,1458,2398
0,0,0,4,2,6
4,12,0,0,0,0
15,10,23,9,28,18
4360,1294,2294,1932,2245,2347
0,2,2,8,6,4
35,42,32,22,31,8
4,6,16,0,0,2
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
356,19,2287,1443,1881,2731
500,292,260,93,144,339
123,80,52,296,481,334
6,3,12,1,6,9
300,288,287,3693,3702,2594
947,325,200,325,403,573
21,13,99,48,70,101
4,2,10,4,9,12
0,0,0,0,0,0
4,11,33,0,8,14
0,4,107,508,613,161
0,0,0,24,13,4
534,392,176,851,836,345
313,331,290,303,277,266
1367,1190,822,3690,5616,8218
2869,2267,821,550,704,978
50,14,0,4,9,7
0,0,0,0,0,0
0,0,0,0,2,2
486,371,1613,834,722,518
384,404,760,1454,1827,2036
0,4,4,2,6,4
16264,7365,1695,5440,6214,6120
21890,9562,2874,703,1720,3019
8628,7071,4544,6486,4338,5730
112,76,141,2860,1987,301
0,0,1,0,0,0
0,0,0,0,0,0
23,34,33,620,4357,8068
0,0,8,2,49,130
0,0,16,16,4,6
411,312,812,1536,1788,2008
615,554,483,1573,3781,3895
5392,3195,2905,12370,6708,5031
89,71,110,208,236,198
2,2,0,23,35,18
414,502,127,7237,6435,4149
0,0,0,0,0,0
40,40,0,50,18,11
0,0,0,0,8,0
3,2,0,1,0,4
122,319,32,81,61,16
0,0,6,2,0,0
0,0,0,0,0,0
187,570,494,1978,1111,719
0,0,0,0,2,0
0,0,0,10,12,13
8,76,0,10,12,0
0,0,0,0,0,0
7581,5573,907,639,698,1010
11,19,48,0,0,4
760,439,0,126,139,117
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,2,2
0,5,27,12,8,3
0,0,0,0,0,0
0,0,0,4,15,4
24,30,16,4,4,6
0,0,0,0,0,0
123,50,4,0,0,0
2,0,0,4,0,0
4,34,0,1021,673,76
0,0,0,0,0,0
0,0,0,0,0,0
1,0,0,0,0,0
0,0,17,1,0,0
2,0,12,0,2,0
0,6,0,3,5,3
293,335,82,311,1341,2519
0,0,2,6,8,10
2,0,0,2,4,0
0,0,0,3,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
25,28,10,0,2,6
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
13,0,0,0,0,0
3285,1605,801,379,491,537
0,0,0,0,0,0
2,1,0,0,0,0
0,0,0,0,0,0
2,0,13,9,11,16
0,0,0,3,0,0
0,0,0,0,0,0
0,0,0,0,0,0
8252,6169,1200,1670,1228,1263
0,0,0,0,0,0
0,0,0,0,0,0
11,0,0,0,0,0
934,1190,1011,2322,1782,794
9619,1950,4398,1469,3082,5225
0,0,0,2,0,0
0,0,11,0,0,0
13826,11189,6269,4862,5016,4925
2869,1861,487,445,814,809
0,0,0,0,0,0
256,152,0,19,16,17
2,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,0,0
6,0,0,0,0,0
6,0,9,0,2,0
0,0,0,0,0,0
725,440,806,889,1161,747
0,0,0,2,2,0
5893,1111,1535,423,442,200
0,0,0,0,2,0
35,80,211,530,530,134
0,0,0,0,0,0
1207,262,0,20,30,24
12272,5617,1578,1066,519,392
10,3,8,0,2,0
0,0,6,0,0,0
4,4,0,0,0,0
0,0,0,2,4,2
0,2,0,0,0,2
1,0,0,0,0,0
2,0,0,8,15,7
0,0,0,0,0,0
5,0,0,6,4,2
0,0,0,0,0,0
0,0,0,2,0,0
0,0,4,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,18,0,1,8,2
1,1,0,2,4,0
0,0,0,0,0,0
0,0,0,0,0,0
0,4,0,5,13,9
0,0,0,4,0,0
0,0,0,0,0,0
0,0,14,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
1605,2808,470,516,377,273
0,0,0,1,0,0
0,0,0,0,0,2
0,0,0,17,9,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,2,4
0,0,1327,12,41,510
8,8,10,0,0,4
14,0,14,316,198,124
6024,2651,1253,2949,2716,1290
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,8,4,2
19,8,0,12,18,22
0,0,0,0,0,0
0,0,0,4,0,0
196,262,137,428,1305,1783
3,0,72,0,2,0
0,0,0,4,4,1
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,0,0,0
1204,826,1147,807,7181,20628
2599,2255,1175,2127,3526,3361
0,0,444,0,2,2
2219,1308,1252,837,1170,1143
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,0,0,0
0,4,0,10,3,0
0,2,0,9,11,0
1690,1028,212,828,1014,1816
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,1,1,4
0,0,0,0,0,0
0,0,8,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,1,2,2
0,0,0,0,0,0
0,0,0,1,0,0
8,10,4,2,2,0
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,28,11,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,2,1,0,0,0
0,2,81,0,0,0
0,0,0,2,0,2
0,0,8,0,0,0
14660,7689,2016,5853,7785,9358
0,0,0,0,2,0
4395,4644,1086,1756,2227,2585
0,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,139,3,16,50
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
12,0,2,0,0,0
4,2,0,0,0,0
0,0,0,0,0,0
4,0,0,0,0,0
0,0,0,0,0,0
174,11,1605,5,4,16
0,0,0,0,0,0
0,0,0,0,0,0
0,2,1,0,0,0
424,476,762,321,1844,5084
5582,2761,3040,2685,2426,2869
0,0,0,0,0,0
0,0,0,0,0,0
7,2,0,8,5,8
4648,3650,1210,2521,4422,6769
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
0,209,0,2,0,0
7,10,0,0,3,0
0,0,0,0,0,0
0,0,0,0,0,0
8,12,0,0,0,0
2,0,0,0,0,0
0,0,0,0,0,0
0,19,108,0,3,1
2,0,0,0,0,0
0,0,0,0,2,2
0,0,0,0,0,0
3893,2445,1621,785,1385,1664
83,12,0,23,11,2
0,4,0,0,7,14
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
4581,2400,1004,2263,3321,2483
71,86,21,4,8,27
2,4,0,0,0,2
2,18,39,20,4,14
3709,2220,968,562,882,916
1507,475,293,499,643,2791
0,0,0,0,0,0
0,0,0,0,0,0
17,39,0,5,17,57
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
558,328,450,1026,1611,1953
2,0,0,2,2,0
0,0,0,0,0,0
0,0,32,0,2,11
1552,617,182,704,632,642
8,8,0,10,12,10
2,0,0,4,17,15
0,0,0,0,0,0
0,0,0,0,0,0
2,6,6,2,4,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
372,132,744,15194,16154,9038
977,381,650,829,923,1064
13,10,5,0,2,7
273,36,4,9,5,5
12,2,0,2,10,1
97,601,7,15457,5845,991
0,2,0,2,0,0
4,9,0,16,29,18
0,0,0,0,0,0
8,3,0,7,5,3
0,0,0,0,0,0
14,48,2,18,29,13
0,0,0,0,0,0
0,0,0,0,0,0
1261,484,126,6,5,12
43,6,87,0,0,2
551,492,98,262,226,146
0,6,7,4,0,0
0,0,0,0,0,0
747,838,487,1033,259,62
2,0,2,0,2,1
175,25,0,11,32,12
0,0,0,0,4,0
677,470,422,378,435,336
0,0,0,0,1,0
0,0,0,0,0,0
1777,703,4635,805,881,692
0,0,0,0,0,0
4,2,0,12,6,2
196,159,375,8781,6061,5409
0,0,0,4,3,1
0,0,0,0,0,0
0,16,0,384,130,28
6,2,0,11,10,4
19,12,27,21,100,369
0,0,0,0,0,0
1706,1395,465,561,672,594
28,2,293,2,6,2
21,522,8,309,150,28
13686,4880,20266,1149,1225,2972
3,2,0,2,11,14
3703,1743,1617,2009,2024,1724
0,0,0,39,32,3
0,0,0,4,4,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
8,7,29,18,31,17
0,0,0,4,8,0
0,0,0,0,0,0
0,0,0,17,10,4
21812,23966,4721,1113,1189,1245
5,7,7,0,10,13
2,29,0,45,34,38
9,0,0,0,0,0
29,48,130,2280,1881,208
2,6,29,0,0,0
1,0,1,2,0,0
0,0,0,5,2,0
22,10,0,0,0,2
0,0,0,2,0,0
0,0,0,2,0,0
2610,564,9375,43462,87315,173940
4,0,0,0,0,0
3,0,0,0,0,0
4,0,0,407,156,36
0,0,0,0,0,0
0,0,69,0,0,0
0,0,8,2,0,2
0,0,0,8,4,24
0,6,0,0,0,0
0,0,8,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,0,0,4,8,0
0,2,0,0,0,0
74,114,23,60,44,63
8151,4200,1107,493,654,850
2,2,0,0,0,0
0,0,0,0,0,0
1,2,0,0,0,0
2171,1800,1059,2677,4086,3229
0,0,0,0,0,0
7266,6873,3064,1862,4797,3865
0,0,0,0,0,0
25,23,9,34,140,342
0,0,0,0,0,0
5423,4535,1920,912,742,765
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,0,0
2,2,11,1,2,1
2,3,0,8,5,11
0,0,0,0,0,0
6,7,0,3,2,7
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,0,2,0
0,0,0,0,0,0
16,0,2,2,12,2
2012,1177,349,502,407,477
161,70,34,26,21,17
0,0,0,0,0,0
0,2,0,6,4,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,4,0,8
0,0,0,0,2,1
8,4,75,4,3,13
0,0,0,0,0,0
0,0,0,0,0,0
151,165,63,230,206,121
4,4,6,4,2,3
0,0,0,2,0,0
329,437,428,229,176,149
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,2,0,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
0,2,0,0,0,0
1,0,0,0,0,4
0,0,0,0,0,0
0,0,0,0,2,0
0,0,0,0,0,0
1,0,0,0,0,0
0,0,6,0,0,0
6,0,0,4,2,1
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,0,0
452,220,0,1479,824,266
2,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,2,0
14,6,57,0,0,0
0,2,0,2,3,0
2093,886,369,422,348,275
0,8,0,2,0,0
0,0,0,0,0,0
0,4,0,0,0,0
2,0,6,0,0,0
2,0,0,1,0,0
0,0,0,0,0,0
2482,2374,876,676,914,1267
294,131,219,21,40,86
4,0,0,96,42,41
0,0,0,0,0,0
12,6,1,2,10,0
0,0,0,0,0,0
0,0,0,0,0,0
2,2,10,1,7,11
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,2,4,0
0,0,0,0,2,0
213,146,76,8,8,42
0,0,0,0,0,0
0,0,0,0,0,0
1172,505,505,300,343,398
0,4,0,9,2,0
34,2,4,6,5,3
28,0,0,0,0,0
254,86,49,196,180,200
0,0,0,0,0,0
32,0,70,474,180,28
6,0,0,0,0,0
0,61,0,2,0,2
0,0,0,0,0,0
227,109,62,6,12,23
22,12,98,32,10,2
0,0,0,0,0,0
14,0,0,0,2,0
0,2,0,0,0,0
445,1072,261,271,268,175
0,0,0,0,0,0
0,0,0,0,0,0
212,234,747,371,844,773
0,0,0,4,8,2
0,0,0,0,0,0
3481,2206,544,1040,1297,1613
2,0,2,6,0,0
34,118,0,176,121,44
0,0,4,0,2,0
0,0,0,0,1,4
1388,1163,1247,3483,3662,4265
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,0,0,0
2,0,0,0,0,0
9,0,0,0,0,0
2,206,2180,8,25,2
0,0,0,2,0,0
35,12,37,28,38,8
8161,566,756,308,318,14
0,4,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4931,3745,2057,1364,1669,2086
64,57,22,0,0,2
0,0,0,0,2,0
6,0,4,0,0,0
5667,2669,1246,1180,1722,3199
0,0,0,0,0,0
0,0,0,0,0,0
633,308,1454,660,1389,11460
264,2776,4592,3004,992,194
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
86,160,193,1174,2787,3966
1358,446,560,7373,3931,1607
2,0,10,6,2,14
0,0,0,0,0,0
0,0,5,0,0,2
0,0,0,0,0,0
0,3,0,0,0,0
0,0,0,0,0,0
2053,3275,617,1692,3954,3946
42,68,45,12,25,15
2,6,0,0,0,0
0,4,0,2,0,0
0,0,0,2,2,0
2,8,47,50,135,114
14,2,2,1,0,0
0,0,0,0,2,4
546,362,612,313,242,410
0,0,5,0,0,32
19,51,57,16,29,30
0,0,0,1,0,0
4,0,0,0,0,0
0,0,0,1,2,0
0,0,0,0,0,0
11697,7500,3035,3512,4771,5325
0,0,0,0,0,0
0,0,0,2,10,23
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,14,0,0,0
0,0,0,2,5,0
0,0,6,0,0,0
595,1560,397,1819,1581,1120
943,169,10,394,271,140
0,0,0,0,0,0
4548,1846,1752,726,794,687
2,3,0,1,0,2
6,6,0,61,18,9
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,4,1,0
3168,1519,2367,8955,7690,5048
0,0,0,0,0,0
6,0,0,7,0,0
0,0,0,2,21,31
11,0,0,0,0,0
3,0,47,2,0,0
0,0,0,0,0,2
3313,3001,1603,1710,2405,3198
0,0,0,0,4,0
7,20,13,0,0,0
0,0,0,9,5,0
5837,2601,3075,7843,8960,15563
34,15,17,5,4,27
0,0,0,0,0,0
0,0,0,0,0,0
787,747,405,1755,2017,3231
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,2
0,0,0,0,0,0
0,0,0,0,0,0
0,19,4,10,6,8
113752,56474,50932,18757,11089,36575
0,0,0,35,10,17
0,0,0,0,0,0
0,0,0,21,255,752
3882,4097,55,132,60,83
0,0,0,0,0,0
1,3,58,0,0,0
0,0,0,0,0,0
34917,29691,15447,13422,40124,67186
0,0,0,0,0,0
2392,403,0,1092,545,30
0,0,0,0,0,0
4953,1455,356,12,20,49
5513,2978,1504,1533,943,682
4,4,14,4,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,1,0
0,0,0,0,0,0
2639,985,722,714,252,238
0,0,0,2,4,0
0,0,0,0,0,0
0,0,0,4,0,0
2,0,0,0,0,0
2,0,0,0,0,0
0,0,0,0,0,2
0,0,0,4,2,0
0,2,2,0,0,0
15484,8653,7675,1540,2494,3198
12940,9377,1446,4375,4439,5347
0,0,0,2,5,0
0,0,0,0,0,0
0,0,0,0,0,0
8,2,53,10,0,0
2,0,0,0,0,0
0,0,0,0,3,0
0,0,0,0,0,0
333,255,80,2997,4606,7512
28,1,2,0,0,0
13411,10640,8282,3535,4298,5099
217,259,29,9,30,28
0,8,0,22,50,18
0,0,0,0,0,0
0,0,0,12,6,0
0,0,0,0,0,0
0,0,0,4,0,4
0,2,0,3,2,0
92,38,90,56,71,94
4734,2175,1919,894,875,1166
0,0,0,2,0,0
17,6,26,2,2,2
2,7,4,16,19,16
0,0,26,0,0,0
609,1191,119,382,369,330
0,0,76,45,42,119
2,2,0,0,0,0
2,0,0,8,8,2
2,0,0,0,2,0
0,0,0,12,0,4
6598,3035,1105,1941,1834,2163
9,8,0,0,1,0
0,0,0,0,6,2
391,509,1343,2076,1450,286
3,0,25,10,12,14
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,2,0,0
0,0,0,4,0,4
0,0,0,0,0,0
2335,473,4352,621,1939,2663
0,1,0,0,0,0
0,4,3,5,145,154
3297,1781,457,728,394,194
10,7,0,4,4,2
0,0,0,2,0,0
0,0,0,22,5,2
0,0,4,2,0,8
1219,1582,166,1470,1266,1235
1312,2335,12,2824,1061,104
2,0,0,0,0,0
2,4,0,0,2,0
0,0,0,0,1,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
26,12,0,0,6,0
0,0,0,0,0,0
0,0,0,0,0,0
4,4,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,5,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,1,1,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,0,0,3,0,0
0,3,0,1,1,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,2,2,4,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
34,20,10,2,0,2
10,6,1,5,3,8
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
6,0,2,0,0,0
1,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,2,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
4,0,0,1,0,0
0,2,3,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,12,22,22,5,20
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
16993,10565,23047,12909,19296,23265
0,0,0,0,0,0
6,3,10,3,0,5
185,907,172,1004,724,1457
0,0,0,0,0,0
6,4,72,17,12,26
0,6,7,3,12,10
2,4,0,0,0,0
0,0,0,0,2,0
0,0,0,0,0,4
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,1,3
0,0,0,0,0,0
2,2,0,0,0,0
2522,1277,3739,581,661,1009
620,0,2064,186,419,3464
6,0,88,83,231,205
0,0,0,0,0,0
0,0,0,40,30,10
738,259,206,3820,4218,1325
10,0,0,22,26,1
0,0,0,0,0,0
4,0,0,0,0,0
5,3,8,6,5,2
4729,2674,2850,1166,1340,940
0,12,9,20,13,5
0,0,1,6,1,2
0,0,0,2,0,0
0,2,0,0,5,1
11136,7753,8088,13126,10177,6391
89,64,515,1405,1895,1627
0,0,0,0,0,0
73,32,217,2912,2572,2129
0,0,0,0,0,0
0,0,0,0,0,0
12,62,79,108,97,56
0,2,6,2,0,2
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,14,6,2
2,6,0,0,6,0
4,0,0,5,12,10
115,312,100,1943,1476,972
30,30,91,2644,1587,1527
15,11,42,26,48,21
456,413,106,2867,3371,2677
2167,1278,2815,2663,3182,5037
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,1
0,0,0,1,0,1
781,1931,1377,4035,5328,6162
0,0,0,0,6,0
4,1,0,2,10,7
16,6,177,122,98,116
1054,1180,3255,2368,3575,3651
0,0,0,0,0,0
0,0,1,0,7,3
4,2,0,27,38,34
0,0,0,0,2,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,1
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,13505,31294,1222,12626
0,0,0,23,0,5
0,0,0,0,0,0
0,0,0,2,1,1
12,6,2,7,3,0
0,0,0,0,0,0
0,0,0,8,0,0
0,0,0,4,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,0,0
8,17,0,8,6,19
8,2,4,0,2,4
2,0,0,0,0,0
0,0,0,0,0,0
2,0,0,0,0,0
0,6,0,0,2,0
0,0,0,0,0,0
65,34,0,43,44,91
0,0,0,0,0,0
0,0,0,2,0,0
0,4,0,2,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,1,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,50,25,2
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
0,0,0,0,0,0
7787,6778,630,1762,2542,2656
2,21,0,3,0,0
1,42,1,5,10,27
0,8,5,6,0,0
0,0,5,0,0,0
2,0,0,0,5,0
2,0,0,0,0,0
0,0,0,0,0,0
0,2,0,0,0,0
31,29,17,1,2,23
18,2,0,0,2,0
12,0,0,0,0,0
2,6,0,0,0,1
0,0,0,0,0,0
11,12,0,0,0,0
2279,379,212,2,2,26
280,58,284,63,89,116
0,0,0,0,0,0
2487,2380,98,1707,5487,5552
